openalex_id,route,freq,doi,year,journal,cited_by,title
W3166247302,backward,2,10.1016/j.healthplace.2021.102609,2021,Health & Place,89,The stationarity bias in research on the environmental determinants of health
W3201191623,backward,2,10.1016/j.scs.2021.103360,2021,Sustainable Cities and Society,89,Physiological indicators and subjective restorativeness with audio-visual interactions in urban soundscapes
W4200526192,backward,2,10.1016/j.scs.2021.103622,2021,Sustainable Cities and Society,88,"The multisensory interaction between auditory, visual, and thermal to the overall comfort in public open space: A study in a tropical climate"
W2897881663,backward,2,10.1016/j.buildenv.2018.10.019,2018,Building and Environment,87,A laboratory study of the sound-odour interaction in urban environments
W2993995538,backward,2,10.3390/ijerph16244943,2019,International Journal of Environmental Research and Public Health,85,"Restorative Effects of Multi-Sensory Perception in Urban Green Space: A Case Study of Urban Park in Guangzhou, China"
W2026638447,backward,2,10.1078/1438-4639-00202,2003,International Journal of Hygiene and Environmental Health,84,Community noise: Health effects and management
W2987968289,backward,2,10.1016/j.buildenv.2019.106517,2019,Building and Environment,84,Combined effects of the thermal-acoustic environment on subjective evaluations in urban squares
W4311148405,backward,2,10.1016/j.buildenv.2022.109884,2022,Building and Environment,84,The influence of outdoor thermal comfort on acoustic comfort of urban parks based on plant communities
W2940053427,backward,2,10.1016/j.buildenv.2019.04.022,2019,Building and Environment,83,Effect of a fragrant tree on the perception of traffic noise
W4221050940,backward,2,10.1121/10.0009794,2022,JASA Express Letters,83,How to analyse and represent quantitative soundscape data
W3178516701,backward,2,10.1016/j.landurbplan.2021.104188,2021,Landscape and Urban Planning,81,"Potential restorative effects of urban soundscapes: Personality traits, temperament, and perceptions of VR urban environments"
W2017986635,backward,2,10.3813/aaa.918605,2013,Acta acustica united with Acustica,79,Effects of Sounds from Water on Perception of Acoustic Environments Dominated by Road-Traffic Noise
W1990188462,backward,2,10.3397/1.3484183,2010,Noise Control Engineering Journal,79,Evaluating water sounds to improve the soundscape of urban areas affected by traffic noise
W4383652572,backward,2,10.1016/j.cities.2023.104472,2023,Cities,79,Measuring streetscape perceptions from driveways and sidewalks to inform pedestrian-oriented street renewal in Düsseldorf
W2057009556,backward,2,10.1093/forestry/cpi042,2005,Forestry An International Journal of Forest Research,78,"Publics* and woodlands in England: well-being, local identity, social learning, conflict and management"
W2464396461,backward,2,10.1016/j.ufug.2016.06.019,2016,Urban forestry & urban greening,74,A methodological approach to understanding the wellbeing and restorative benefits associated with greenspace
W2091268767,backward,2,10.1016/j.apacoust.2015.03.020,2015,Applied Acoustics,73,Relationship between objective acoustic indices and subjective assessments for the quality of soundscapes
W1970043843,backward,2,10.1016/j.jenvp.2005.10.003,2005,Journal of Environmental Psychology,72,Applying the methods of image evaluation and spatial analysis to study the sound environment of urban street areas
W2905116833,backward,2,10.1016/j.jtrangeo.2018.11.018,2018,Journal of Transport Geography,71,Visualising where commuting cyclists travel using crowdsourced data
W4315607243,backward,2,10.1007/s44213-022-00005-6,2023,City and Built Environment,69,Soundscape in city and built environment: current developments and design potentials
W2781673086,backward,2,10.1016/j.apacoust.2018.01.001,2018,Applied Acoustics,68,Effect of interaction between attention focusing capability and visual factors on road traffic noise annoyance
W3087168848,backward,2,10.1016/j.jobe.2020.101839,2020,Journal of Building Engineering,68,"Investigation of the relationships between thermal, acoustic, illuminous environments and human perceptions"
W2622213317,backward,2,10.1177/0013916517712002,2017,Environment and Behavior,67,Time- and Self-Related Memories Predict Restorative Perceptions of Favorite Places Via Place Identity
W1978679539,backward,2,10.4103/1463-1741.149559,2015,Noise and Health,64,The effects of auditive and visual settings on perceived restoration likelihood
W4323567082,backward,2,10.1016/j.trd.2023.103670,2023,Transportation Research Part D Transport and Environment,64,Designing bike-friendly cities: Interactive effects of built environment factors on bike-sharing
W1966579651,backward,2,10.1016/j.landurbplan.2015.01.006,2015,Landscape and Urban Planning,61,Integrated effects of urban morphology on birdsong loudness and visibility of green areas
W2409581002,backward,2,,1999,ACR European Advances,61,Play That One Again: the Effect of Music Tempo on Consumer Behaviour in a Restaurant
W2085097032,backward,2,10.1016/j.apacoust.2009.11.008,2009,Applied Acoustics,61,"Characteristics of road traffic noise in Hanoi and Ho Chi Minh City, Vietnam"
W3190037358,backward,2,10.1016/j.ufug.2021.127269,2021,Urban forestry & urban greening,61,"Soundscape components, perceptions, and EEG reactions in typical mountainous urban parks"
W2009584601,backward,2,10.1177/0013916589212001,1989,Environment and Behavior,60,The Pace of Pedestrian Flows in Cities
W2794096797,backward,2,10.1080/10548408.2018.1445064,2018,Journal of Travel & Tourism Marketing,60,Is looking always more important than listening in tourist experience?
W2078537888,backward,2,10.1016/j.apacoust.2013.09.012,2013,Applied Acoustics,57,The role of messaging on acceptability of military aircraft sounds in Sequoia National Park
W2141017521,backward,2,10.1186/s12940-015-0009-8,2015,Environmental Health,57,Quantification of the exposure and effects of road traffic noise in a dense Asian city: a comparison with western cities
W2339206517,backward,2,10.1016/j.apacoust.2016.04.003,2016,Applied Acoustics,57,Honking noise corrections for traffic noise prediction models in heterogeneous traffic conditions like India
W4205646503,backward,2,10.1016/j.landurbplan.2021.104351,2022,Landscape and Urban Planning,55,Comprehensive audio-visual environmental effects on residential soundscapes and satisfaction: Partial least square structural equation modeling approach
W2807875541,backward,2,10.1016/j.scitotenv.2018.06.023,2018,The Science of The Total Environment,53,A Green Soundscape Index (GSI): The potential of assessing the perceived balance between natural sound and traffic noise
W2062873420,backward,2,10.1016/0191-8869(90)90283-w,1990,Personality and Individual Differences,52,"Extraversion, neuroticism, and noise sensitivity"
W2010965227,backward,2,10.1080/00224545.1975.9918701,1975,The Journal of Social Psychology,52,Response to Altruistic Opportunities in Urban and Nonurban Settings
W2612640119,backward,2,10.1016/j.landurbplan.2017.04.012,2017,Landscape and Urban Planning,52,Audio-visual perception of new wind parks
W3163484306,backward,2,10.1016/j.healthplace.2021.102584,2021,Health & Place,52,Environmental exposure during travel: A research review and suggestions forward
W2068446100,backward,2,10.1006/jevp.1999.0142,1999,Journal of Environmental Psychology,51,TESTING FOR MOOD CONGRUENT RECALL WITH ENVIRONMENTALLY INDUCED MOOD
W2075335730,backward,2,10.1121/1.2961148,2007,Acoustics Today,50,Soundscape: An Approach to Rely on Human Perception and Expertise in the Post-Modern Community Noise Era
W2574082112,backward,2,10.3390/app7010091,2017,Applied Sciences,50,The Personal Viewpoint on the Meaning of Tranquility Affects the Appraisal of the Urban Park Soundscape
W3166836859,backward,2,10.1016/j.healthplace.2021.102602,2021,Health & Place,50,GPS-based built environment measures associated with adult physical activity
W2620425129,backward,2,10.1016/j.ufug.2017.05.010,2017,Urban forestry & urban greening,49,The effects of “greening” urban areas on the perceptions of tranquillity
W2086021283,backward,2,10.3813/aaa.918708,2014,Acta acustica united with Acustica,49,Soundscape Reproduction and Synthesis
W2898904422,backward,2,10.1016/j.jenvp.2018.10.011,2018,Journal of Environmental Psychology,49,The restorative environmental sounds perceived by children
W2919593816,backward,2,10.3390/su11051412,2019,Sustainability,49,Cyclists’ Multiple Environmental Urban Exposures—Comparing Subjective and Objective Measurements
W2120120947,backward,2,10.1016/j.apacoust.2009.08.004,2009,Applied Acoustics,48,Community responses to road traffic noise in Hanoi and Ho Chi Minh City
W2958752241,backward,2,10.3390/ijerph16142539,2019,International Journal of Environmental Research and Public Health,48,Exposures to Air Pollution and Noise from Multi-Modal Commuting in a Chinese City
W2942269588,backward,2,10.1016/j.buildenv.2019.04.042,2019,Building and Environment,47,Modelling perceived oppressiveness and noise annoyance responses to window views of densely packed residential high-rise environments
W2136375760,backward,2,10.1121/1.4819248,2013,The Journal of the Acoustical Society of America,46,Positioning soundscape research and management
W3172915854,backward,2,10.1016/j.tbs.2021.05.006,2021,Travel Behaviour and Society,45,How does the individual perception of local conditions affect cycling? An analysis of the impact of built and non-built environment factors on cycling behaviour and attitudes in an urban setting
W2034203015,backward,2,10.1007/bf00844822,1989,Journal of Behavioral Medicine,44,The Type A city: Coronary heart disease and the pace of life
W2101963781,backward,2,10.1177/0013916589213002,1989,Environment and Behavior,43,Perceived Crowding in Recreational Settings
W4223930210,backward,2,10.1016/j.ufug.2022.127555,2022,Urban forestry & urban greening,43,Soundscapes of urban parks: An innovative approach for ecosystem monitoring and adaptive management
W1997360112,backward,2,10.1080/07494460903404402,2009,Contemporary Music Review,43,The Neural Basis of Individual Holistic and Spectral Sound Perception
W3118885546,backward,2,10.3390/su13020841,2021,Sustainability,42,"Soundwalk, Questionnaires and Noise Measurements in a University Campus: A Soundscape Study"
W2992339774,backward,2,10.3390/ijerph16244988,2019,International Journal of Environmental Research and Public Health,41,Promoting Healthy and Supportive Acoustic Environments: Going beyond the Quietness
W4398155327,backward,2,10.1016/j.scs.2024.105525,2024,Sustainable Cities and Society,40,Beyond built environment: Unveiling the interplay of streetscape perceptions and cycling behavior
W2751084865,backward,2,10.1016/j.ufug.2017.08.018,2017,Urban forestry & urban greening,39,Acoustic and economic valuation of soundscape: An application to the ‘Retiro’ Urban Forest Park
W2774853043,backward,2,10.1007/s11869-017-0532-6,2017,Air Quality Atmosphere & Health,39,Evaluation of daily time spent in transportation and traffic-influenced microenvironments by urban Canadians
W4382283030,backward,2,10.1177/23998083231185589,2023,Environment and Planning B Urban Analytics and City Science,39,The effects of street environment features on road running: An analysis using crowdsourced fitness tracker data and machine learning
W2521367845,backward,2,10.3390/ijerph13090934,2016,International Journal of Environmental Research and Public Health,39,"Acoustic, Visual and Spatial Indicators for the Description of the Soundscape of Waterfront Areas with and without Road Traffic Flow"
W2472497470,backward,2,10.1016/j.eiar.2016.03.002,2016,Environmental Impact Assessment Review,38,Effect of odour on multisensory environmental evaluations of road traffic
W2529092210,backward,2,10.1016/j.apacoust.2016.10.002,2016,Applied Acoustics,37,Soundscape research on the Gezi Park – Tunel Square route
W1481440325,backward,2,10.1111/1477-8947.12025,2013,Natural Resources Forum,37,Improving visitor management approaches for the changing preferences and behaviours of country park visitors in<scp>H</scp>ong<scp>K</scp>ong
W4399992745,backward,2,10.1016/j.jenvp.2024.102365,2024,Journal of Environmental Psychology,37,Effects of natural sound on human stress recovery based on EEG techniques
W4399163843,backward,2,10.1016/j.trd.2024.104256,2024,Transportation Research Part D Transport and Environment,36,Unraveling the effects of micro-level street environment on dockless bikeshare in Ithaca
W4383272491,backward,2,10.1016/j.cities.2023.104460,2023,Cities,36,What neighborhood factors are critical to resident satisfaction with old neighborhoods? An integration of ground theory and impact asymmetry analysis
W1550444416,backward,2,10.26687/archnet-ijar.v8i3.341,2014,International Journal of Architectural Research Archnet-IJAR,34,Evidence for Designing Health Promoting Pocket Parks
W3038108769,backward,2,10.1016/j.eti.2020.100998,2020,Environmental Technology & Innovation,34,Understanding the soundscape environment of an urban park through landscape elements
W1966748330,backward,2,10.1016/j.apacoust.2012.10.001,2012,Applied Acoustics,33,Noise source analyses in the acoustical environment of the medieval centre of Cáceres (Spain)
W1993880657,backward,2,10.1016/j.scitotenv.2014.12.007,2014,The Science of The Total Environment,33,A framework for rating environmental value of urban parks
W4309152645,backward,2,10.3390/f13111920,2022,Forests,33,The Physiological Restorative Role of Soundscape in Different Forest Structures
W3160689245,backward,2,10.1016/j.jtrangeo.2021.103085,2021,Journal of Transport Geography,33,Extending the dimensions of personal exposure assessment: A methodological discussion on perceived and measured noise and air pollution in traffic
W2016683276,backward,2,10.1016/j.scitotenv.2012.06.105,2012,The Science of The Total Environment,32,Effects of individual sound sources on the subjective loudness and acoustic comfort in underground shopping streets
W3195082229,backward,2,10.1016/j.scitotenv.2021.149869,2021,The Science of The Total Environment,30,Effects of a human sound-based index on the soundscapes of urban open spaces
W4307241118,backward,2,10.1016/j.ufug.2022.127766,2022,Urban forestry & urban greening,28,Research on spatiotemporal variation characteristics of soundscapes in a newly established suburban forest park
W4362468275,backward,2,10.3389/fpsyg.2023.1122639,2023,Frontiers in Psychology,28,"The effects of audio-visual perceptual characteristics on environmental health of pedestrian streets with traffic noise: A case study in Dalian, China"
W2601012767,backward,2,10.1016/j.landurbplan.2017.02.016,2017,Landscape and Urban Planning,27,Relationship between traffic noise resistance and village form in China
W2008286825,backward,2,10.11157/sites-vol6iss2id123,2009,Sites a journal of social anthropology and cultural studies,26,"Soundscape, cultural landscape and connectivity"
W2788026623,backward,2,10.1016/j.apacoust.2018.01.026,2018,Applied Acoustics,26,Acoustic comfort evaluation modeling and improvement test of a forklift based on rank score comparison and multiple linear regression
W4292473520,backward,2,10.3390/f13081262,2022,Forests,26,Improving Soundscape Comfort in Urban Green Spaces Based on Aural-Visual Interaction Attributes of Landscape Experience
W4291449349,backward,2,10.1016/j.trip.2022.100667,2022,Transportation Research Interdisciplinary Perspectives,26,Riding through the pandemic: Using Strava data to monitor the impacts of COVID-19 on spatial patterns of bicycling
W2033080837,backward,2,10.1016/j.compenvurbsys.2010.05.007,2010,Computers Environment and Urban Systems,25,Digital representation of park use and visual analysis of visitor activities
W4401894927,backward,2,10.1016/j.apgeog.2024.103388,2024,Applied Geography,24,Encouraging cycling through the improvement of streetscape perception: A bottom-up investigation into the relationship between street greening and bicycling volume
W4408197716,backward,2,10.1016/j.jtrangeo.2025.104179,2025,Journal of Transport Geography,24,Deciphering urban cycling: Analyzing the nonlinear impact of street environments on cycling volume using crowdsourced tracker data and machine learning
W3137089822,backward,2,10.1016/j.scs.2021.102860,2021,Sustainable Cities and Society,23,The influence of companion factors on soundscape evaluations in urban public spaces
W4390905417,backward,2,10.1016/j.trf.2023.12.021,2024,Transportation Research Part F Traffic Psychology and Behaviour,22,Cycling subjective experience: A conceptual framework and methods review
W4315795997,backward,2,10.3390/f14010138,2023,Forests,21,"Harmonious Degree of Sound Sources Influencing Visiting Experience in Kulangsu Scenic Area, China"
W4391401641,backward,2,10.7717/peerj.16592,2024,PeerJ,21,Understanding park visitors’ soundscape perception using subjective and objective measurement
W3166285781,backward,2,10.3389/frsc.2021.668443,2021,Frontiers in Sustainable Cities,20,Perceived Health Impact and Usage of Public Green Spaces in Brussels' Metropolitan Area During the COVID-19 Epidemic
W4316037750,backward,2,10.1016/j.scs.2023.104394,2023,Sustainable Cities and Society,20,Role of sounds in perception of enclosure in urban street canyons
W2970126706,backward,2,10.3390/su11174789,2019,Sustainability,18,Perceived Occurrences of Soundscape Influencing Pleasantness in Urban Forests: A Comparison of Broad-Leaved and Coniferous Forests
W4311134471,backward,2,10.1016/j.jtrangeo.2022.103510,2022,Journal of Transport Geography,16,The role of neighbourhood design in cycling activity during COVID-19: An exploration of the Melbourne experience
W3178272383,backward,2,10.3390/acoustics3030033,2021,Acoustics,15,Perspectives on the Sonic Environment and Noise Mitigations during the COVID-19 Pandemic Era
W2936417497,backward,2,10.1016/j.buildenv.2019.03.046,2019,Building and Environment,14,Effects of vegetation on soundscape of an urban religious precinct: Case study of Myeong-dong cathedral in Seoul
W4379536699,backward,2,10.3389/fpubh.2022.1012222,2023,Frontiers in Public Health,12,Pedestrians' perceptions of route environments in relation to deterring or facilitating walking
W2003954435,backward,2,10.1016/0022-460x(88)90381-1,1988,Journal of Sound and Vibration,11,Noise sensitivity and annoyance caused by traffic noise in persons with impaired hearing
W4409301428,backward,2,10.3390/su17083329,2025,Sustainability,10,Soundscape Research in Streets: A Scoping Review
W4387054162,backward,2,10.3390/f14101946,2023,Forests,9,Predicting and Visualizing Human Soundscape Perception in Large-Scale Urban Green Spaces: A Case Study of the Chengdu Outer Ring Ecological Zone
W3214472226,backward,2,10.3390/ijerph182211756,2021,International Journal of Environmental Research and Public Health,9,Residents’ Spatial Preference for Urban Forest Park Route during Physical Activities
W4200067000,backward,2,10.1016/j.apacoust.2021.108581,2021,Applied Acoustics,9,Effect of music in large activity spaces on the perceptions and behaviours of older adults in China
W4404055132,backward,2,10.1016/j.buildenv.2024.112261,2024,Building and Environment,8,Determinants of soundscape quality of communal open space in Hong Kong
W4200545969,backward,2,10.3389/fpsyg.2021.750421,2021,Frontiers in Psychology,7,Soundscape Preference of Urban Residents in China in the Post-pandemic Era
W4206359511,backward,2,10.5846/stxb202011192976,2021,Acta Ecologica Sinica,6,Urban parks soundscape and its relationship with vegetation structure: A pilot study
W4388000057,forward,3,10.1007/s40726-023-00283-6,2023,Current Pollution Reports,24,Adoption of ISO/TS 12913-2:2018 Protocols for Data Collection From Individuals in Soundscape Studies: an Overview of the Literature
W4398765343,forward,3,10.1016/j.ecolind.2024.112172,2024,Ecological Indicators,10,Graph Enhanced Co-Occurrence: Deep dive into urban park soundscape
W4404743114,forward,3,10.1007/s44327-024-00036-0,2024,Discover Cities,7,A review of tools and techniques for audio-visual assessment of urbanscape
W4414170856,forward,3,10.1016/j.apacoust.2025.111052,2025,Applied Acoustics,4,Emotional impact of the number and combination of sound sources in green and blue spaces: An auditory study
W4414626024,forward,3,10.1016/j.apacoust.2025.111092,2025,Applied Acoustics,4,Exploring the relationship between urban acoustic environments and mental well-being
W4415336766,forward,3,10.1016/j.scs.2025.106918,2025,Sustainable Cities and Society,3,Characterizing urban soundscapes via facial action coding system
W7167902850,forward,3,10.1016/j.ecolind.2026.115162,2026,Ecological Indicators,0,Urban soundscape service-supply potential: Proxy-based open-data screening for soundscape resource planning
W2075396823,forward,2,10.1016/j.scitotenv.2012.06.112,2012,The Science of The Total Environment,119,Annoyance and other reaction measures to changes in noise exposure — A review
W4394969288,forward,2,10.1016/j.ecolind.2024.112043,2024,Ecological Indicators,48,Coexistence Perspectives: Exploring the impact of landscape features on aesthetic and recreational values in urban parks
W3044170493,forward,2,10.1016/j.scitotenv.2020.141040,2020,The Science of The Total Environment,42,"Associations and effect modification between transportation noise, self-reported response to noise and the wider determinants of health: A narrative synthesis of the literature"
W4220854459,forward,2,10.1016/j.apacoust.2022.108717,2022,Applied Acoustics,39,Effect of audio-visual interaction on soundscape in the urban residential context: A virtual reality experiment
W3189331468,forward,2,10.1016/j.scs.2021.103192,2021,Sustainable Cities and Society,38,Relationship between contextual perceptions and soundscape evaluations based on the structural equation modelling approach
W4386757019,forward,2,10.1121/10.0020842,2023,The Journal of the Acoustical Society of America,34,Soundscape experience of public spaces in different world regions: A comparison between the European and Chinese contexts via a large-scale on-site survey
W3004507969,forward,2,10.3390/app10030960,2020,Applied Sciences,32,Cross-National Comparison of Soundscape in Urban Public Open Spaces between China and Croatia
W2988171566,forward,2,10.1016/j.landurbplan.2019.103701,2019,Landscape and Urban Planning,29,Protected areas and noise abatement: A spatial approach
W4401494284,forward,2,10.1016/j.ecoinf.2024.102766,2024,Ecological Informatics,25,Exploring the impact of university green spaces on Students' perceived restoration and emotional states through audio-visual perception
W3136526584,forward,2,10.3390/ijerph18062972,2021,International Journal of Environmental Research and Public Health,22,Redefinition of Park Design Criteria as a Result of Analysis of Well-Being and Soundscape: The Case Study of the Kortowo Park (Poland)
W4361306214,forward,2,10.1016/j.apacoust.2023.109338,2023,Applied Acoustics,22,Optimization strategies for the German version of the soundscape affective quality instrument
W4401198209,forward,2,10.1016/j.ccs.2024.100592,2024,City Culture and Society,18,"The impact of sensory experiences on place attachment, place loyalty and civic participation: Evidence from Rasht, Iran"
W4386364774,forward,2,10.1016/j.scs.2023.104885,2023,Sustainable Cities and Society,16,"Urban river restoration in Hong Kong: Assessment, impact, and improvement strategies"
W4211254726,forward,2,10.3390/su14042026,2022,Sustainability,16,Urban Sound Auralization and Visualization Framework—Case Study at IHTApark
W4391486819,forward,2,10.3390/urbansci8010013,2024,Urban Science,15,Investigating Noise Mapping in Cities to Associate Noise Levels with Sources of Noise Using Crowdsourcing Applications
W4395468458,forward,2,10.1016/j.ufug.2024.128337,2024,Urban forestry & urban greening,15,The effects of interaction with audiovisual elements on perceived restoration in urban parks in freezing weather
W4311519689,forward,2,10.3390/su142316132,2022,Sustainability,14,Soundscape Perception Preference in an Urban Forest Park: Evidence from Moon Island Forest Park in Lu’an City
W4386413153,forward,2,10.1016/j.apacoust.2023.109545,2023,Applied Acoustics,14,Creating a common language for soundscape research: Translation and validation of Dutch soundscape attributes
W4405968516,forward,2,10.3390/buildings15010079,2024,Buildings,13,The Impact of Campus Soundscape on Enhancing Student Emotional Well-Being: A Case Study of Fuzhou University
W4389397277,forward,2,10.1121/10.0022531,2023,The Journal of the Acoustical Society of America,13,Characterization of soundscape assessment in outdoor public spaces of urban high-rise residential communities
W4407992520,forward,2,10.3390/land14030495,2025,Land,13,Decoding the Role of Urban Green Space Morphology in Shaping Visual Perception: A Park-Based Study
W4407416056,forward,2,10.1038/s44384-025-00003-y,2025,npj Acoustics,12,Exploring the relationships between soundscape quality and public health using a systems thinking approach
W4399998182,forward,2,10.1016/j.enbuild.2024.114456,2024,Energy and Buildings,12,"Facial expression recognition, a predictive tool for perceiving urban open space environments under audio-visual interaction"
W4400980804,forward,2,10.1016/j.landurbplan.2024.105173,2024,Landscape and Urban Planning,12,Shaping city soundscapes: In situ comparison of four sound installations in an urban public space
W4281484608,forward,2,10.3389/fpsyg.2022.902630,2022,Frontiers in Psychology,12,"Impact of the Classic Chinese Garden Soundscape With Focus on Physiological and Psychological Effects, Tested Through Eye-Tracking, and Subjective Evaluation"
W4376278979,forward,2,10.3390/su15107912,2023,Sustainability,10,"Perceived Restorative Potential of Urban Parks by Citizens—A Case Study from Wrocław, Poland"
W4405207152,forward,2,10.3390/f15122171,2024,Forests,8,Landscape Characteristics Influencing the Spatiotemporal Dynamics of Soundscapes in Urban Forests
W4321459789,forward,2,10.3390/ijerph20043743,2023,International Journal of Environmental Research and Public Health,7,Pedestrians’ Perceptions of Motorized Traffic Variables in Relation to Appraisals of Urban Route Environments
W4406159917,forward,2,10.3390/ijerph22010071,2025,International Journal of Environmental Research and Public Health,7,Runnability: A Scoping Review
W4409096220,forward,2,10.3390/land14040757,2025,Land,7,"Which Factors Enhance the Perceived Restorativeness of Streetscapes: Sound, Vision, or Their Combined Effects? Insights from Four Street Types in Nanjing, China"
W4410344621,forward,2,10.1038/s41598-025-98125-6,2025,Scientific Reports,7,How soundscape perception enhances the well-being of elderly recreational visitors in urban parks: a case study of Zhengzhou People’s Park
W4317726959,forward,2,10.3390/ijerph20031971,2023,International Journal of Environmental Research and Public Health,7,"A Study on the Soundscape of Underground Commercial Space in Lu’an City and Hefei City, China"
W4401963034,forward,2,10.1051/aacus/2024027,2024,Acta Acustica,6,Developing a taxonomy of soundscape interventions from a catalogue of real-world examples
W4411370250,forward,2,10.3390/su17125581,2025,Sustainability,6,"Spatial Perception Differences in Mountain City Park for Youth Experience: A Case Study of Parks in Yuzhong District, Chongqing"
W4413422471,forward,2,10.1016/j.enbuild.2025.116329,2025,Energy and Buildings,6,Comprehensive effects of thermal and acoustic environments on overall comfort in urban parks of cold regions in China
W4407289383,forward,2,10.1016/j.buildenv.2025.112647,2025,Building and Environment,6,"Exploring the relationship between elderly women responses, multi-domain factors, and street geometry indicators: A case study in a Mediterranean context"
W4409225148,forward,2,10.1016/j.buildenv.2025.112984,2025,Building and Environment,5,"Non-linear effects of ecoacoustic indices on urban soundscape assessments based on gradient boosting decision trees in summer Chongqing, China"
W4401410489,forward,2,10.3390/app14166946,2024,Applied Sciences,5,"Identification, Evaluation, and Influencing Factors of Soundscapes in Public Open Spaces in High-Density Residential Areas"
W4405717101,forward,2,10.24294/jipd8163,2024,Journal of Infrastructure Policy and Development,5,Soundscapes and sonicscapes in tourism: A decade of research insights from bibliometric analysis
W4312124829,forward,2,10.5755/j01.erem.78.4.31244,2022,Environmental Research Engineering and Management,5,"Evaluation of Soundscape Variations through the Open Public Spaces in Saharan Cities: A Case of Biskra, Algeria"
W4403109119,forward,2,10.1007/s00484-024-02790-7,2024,International Journal of Biometeorology,4,Enhancing autumn greenway walking experience: Exploring the combined effects of noise and thermal environment
W4400322998,forward,2,10.1080/01426397.2024.2372441,2024,Landscape Research,4,Sonic Gathering Place: implementation of a biophilic soundscape design and its evaluation
W4406078751,forward,2,10.1016/j.trd.2024.104583,2025,Transportation Research Part D Transport and Environment,4,Impact of visual factors on soundscapes in pedestrian spaces along trunk roads
W4392374110,forward,2,10.3390/s24051650,2024,Sensors,4,Sons al Balcó: A Comparative Analysis of WASN-Based LAeq Measured Values with Perceptual Questionnaires in Barcelona during the COVID-19 Lockdown
W4413009569,forward,2,10.1016/j.jth.2025.102142,2025,Journal of Transport & Health,3,Quiet routes to alleviate noise annoyance and promote active mobility
W4389639825,forward,2,10.47836/pjssh.31.4.14,2023,Pertanika journal of social science & humanities,3,Influence of Perceived Soundscape and Sound Environment on Subjective Well-being of Park Visitors
W4391326754,forward,2,10.1515/noise-2022-0178,2024,Noise Mapping,3,Soundscape maps of pleasantness in a university campus by crowd-sourced measurements interpolation
W4399864372,forward,2,10.1093/jue/juae009,2024,Journal of Urban Ecology,3,A common chord: to what extent can small urban green space support people and songbirds?
W4285492884,forward,2,10.1177/09574565221114660,2022,Noise & Vibration Worldwide,3,Evaluation of the soundscapes through the cafe terraces before and after the COVID-19 lockdown in coastal cities in Algeria
W4417247833,forward,2,10.1016/j.baae.2025.12.007,2025,Basic and Applied Ecology,3,Social-ecological relationships on biodiverse and health-promoting city soundscapes
W4413295134,forward,2,10.1016/j.buildenv.2025.113572,2025,Building and Environment,2,Percentile-level examination of ten acoustic indicators pinpoints urban noise factors affecting noise effects on pedestrians
W4417453457,forward,2,10.3390/ijerph22121882,2025,International Journal of Environmental Research and Public Health,2,Assessment of Noise Exposure in United States Urban Public Parks: A Scoping Review
W4389674759,forward,2,10.3390/buildings13123091,2023,Buildings,2,Assessing the Soundscape Characteristics of Historical Urban Environments: An Analysis of the Historical Erbil Citadel and Its Environments
W4401995925,forward,2,10.1007/s11252-024-01590-6,2024,Urban Ecosystems,1,How the landscape pattern and landscape elements affect the source-based soundscape diversity
W4413246768,forward,2,10.3389/fpsyg.2025.1620884,2025,Frontiers in Psychology,1,"Multidimensional on-site perception study of stairway spaces in mountain city parks among young and older adult people: a case study of Pipa Mountain Park, Chongqing, China"
W4413475845,forward,2,10.1016/j.ufug.2025.129008,2025,Urban forestry & urban greening,1,Do peri-urban parks benefit low-income groups? Analyzing environmental equality with an integrated index and double machine learning
W7114892459,forward,2,10.1007/s12273-025-1387-7,2025,Building Simulation,1,Assessing the spatial variation of soundscape perception in high-density urban mountain parks
W7162445232,forward,2,10.1007/s10661-026-15458-z,2026,Environmental Monitoring and Assessment,1,Study on the influence of urban park landscape space structure on boundary soundscape characteristics
W7163879331,forward,2,10.1121/10.0044116,2026,The Journal of the Acoustical Society of America,1,Effects of hearing loss and hearing aids on environmental sound ratings in the lab and real world
W4413057947,forward,2,10.1080/17549175.2025.2529175,2025,Journal of Urbanism International Research on Placemaking and Urban Sustainability,1,Soundscape and public realm – a quasi-experimental comparison between Individual Vocabulary Profiling and Public Space Index assessments during COVID-19 lockdown
W4289518890,forward,2,10.15244/pjoes/150383,2022,Polish Journal of Environmental Studies,1,Prediction and Evaluation of Park Sound ComfortBased on Back Propagation Neural Network
W4214855170,forward,2,10.2466/06.50.pms.116.3,2013,Perceptual and Motor Skills,0,ENVIRONMENTAL FACTORS INFLUENCING PEDESTRIAN WALKING SPEED<sup>1</sup>
W4281643287,forward,2,10.17271/23188472107520222808,2022,Revista Nacional de Gerenciamento de Cidades,0,Sounds in the urban square: qualitative influences on users' lives
W4401637130,forward,2,10.3390/urbansci8030116,2024,Urban Science,0,Perceptual Differences in Urban Soundscape Assessment Using Protocol Proposed in Method a of the ISO/TS 12913–2: A Cross-Language Comparison between Arabic and French Attributes
W4405736017,forward,2,10.48119/toleho.1517379,2024,Journal of Tourism Leisure and Hospitality,0,Bibliometric mapping of the studies on noise related to tourism
W4415590107,forward,2,10.1177/20592043251384052,2025,Music & Science,0,Bringing the Coastline to the City: Laboratory Evaluation of Urban Soundscapes in the Presence of Ambient Sound art
