no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
494,space-use,Main activity performed in the green spaces (share of sample),share reporting each activity very often or often,percent,"Walking 60.4%, Talking 54.9%, Relaxing 25.3%, Exercising 25.3%, Taking children out 20.9%, Reading 3.3%",N = 182,Table 2,Percentage of the sample whose activity is carried out very often or often,YES
520,social,Written descriptions of the auditory environment (semantic levels 1-3 and syntactic level),solitary vs socially interactive users; nine detailed activity categories,none,"no test statistics, correlations or effect sizes reported; only proportions displayed graphically in Figures 4-8 without numeric labels","N = 92 questionnaires (S1 65, S2 26); socially interactive 68 (29M/39F, mean age 30.6), solitary 24 (12M/12F, mean age 37.6); age range 18-71, mean 32.2, median 28",Section 4 Results (Figures 4-8) and Section 5 Conclusion,testing the relationships in a statistically significant manner was beyond the scope of the study,NO
520,other,Number of users per activity category (bottom-up coding of self-reported activities),distribution of activities across the two park sub-sections,percent,Reading 6 + 3 = 9; Enjoying 7 + 2 = 9; Relaxation-related 14 + 6 = 20; Sleeping 2 + 1 = 3; Observation-related 2 + 4 = 6; BBQ 2 + 8 = 10; Active activities 11 + 1 = 12; Celebration-related 7 + 1 = 8; Music-related 2 + 4 = 6,"N = 92 users (categories non-discrete, one user may fall in several); sleeping (3 users) excluded from analysis",Table II,Categorization of activities and number of users per category,NO
532,movement,Mean walking speed (m/s) over whole 1.8-km route - Experiment 1 (November/fall),Forest birdsong vs crowded city noise vs real outdoor noise (birdsong track 56 dB(A); city noise track 53 dB(A)),means_sd,"birdsong mean = 1.56 m/s, SD = 0.17; crowded city noise mean = 1.62 m/s, SD = 0.16; real outdoor noise mean = 1.60 m/s, SD = 0.13",N = 87 (birdsong 27 / city noise 31 / real outdoor 29),RESULTS Experiment 1 - Analysis of walking speed,revealed an overall faster walking speed under the crowded city noise condition compared with the forest birdsong sounds condition,YES
532,movement,Mean walking speed - between-subjects main effect of acoustic condition - Experiment 1,3 acoustic conditions (birdsong / city noise / real outdoor),test_stat,"F2,84 = 0.886, p = .416, eta2 = .021",N = 87,RESULTS Experiment 1,A two-way mixed ANOVA indicated a statistically nonsignificant between-subjects main effect of the condition,YES
532,movement,Mean walking speed - within-subjects effect of route section - Experiment 1,8 route sections (Lday 55-60 to 75-80 dB(A)),test_stat,"F3.209,269.592 = 5.874, p < .001, eta2 = .065, epsilon = .458; interaction condition x section F6.419,269.592 = 0.604, p = .738, eta2 = .014",N = 87,RESULTS Experiment 1,the ANOVA indicated a statistically significant within-subjects main effect of the section of the route,YES
532,movement,Mean walking speed (m/s) by route section - Experiment 1,Birdsong vs city noise vs real outdoor per section 1-8,means_sd,section 1: 1.53 (0.18) / 1.61 (0.20) / 1.59 (0.14); section 6: 1.59 (0.18) / 1.65 (0.22) / 1.61 (0.13); section 8: 1.59 (0.20) / 1.64 (0.17) / 1.61 (0.13),n = 27 / 31 / 29,Table 2,The mean walking speeds (m/s) in specific sections of the route in Experiment 1,YES
532,movement,Mean walking speed (m/s) over whole route - Experiment 2 (May/spring),Forest birdsong vs crowded city noise vs real outdoor noise,means_sd,"birdsong mean = 1.49 m/s, SD = 0.11; crowded city noise mean = 1.61 m/s, SD = 0.15; real outdoor noise mean = 1.62 m/s, SD = 0.20",N = 65 (birdsong 19 / city noise 24 / real outdoor 22),RESULTS Experiment 2 - Analysis of walking speed,Listening to the soundtrack with birdsongs decreased walking speed but this effect was significant only in the experiment conducted in spring,YES
532,movement,Mean walking speed - between-subjects effect of acoustic condition and post hoc - Experiment 2,Birdsong vs city noise; birdsong vs real outdoor; city noise vs real outdoor,test_stat,"F2,62 = 3.290, p = .044, eta2 = .096; Games-Howell: birdsong vs city noise p = .026; birdsong vs real outdoor p = .067; city noise vs real outdoor p = .981",N = 65,RESULTS Experiment 2,participants listening to the crowded city noise walked statistically significantly faster on the route than participants listening to forest birdsong sounds,YES
532,movement,Mean walking speed - within-subjects effect of route section - Experiment 2,8 route sections,test_stat,"F2.128,131.915 = 4.818, p = .008, eta2 = .072, epsilon = .304; interaction F4.255,131.915 = 0.476, p = .765, eta2 = .015",N = 65,RESULTS Experiment 2,There was no statistically significant interaction between the acoustic condition and the section of the route,YES
532,movement,Mean walking speed (m/s) by route section - Experiment 2,Birdsong vs city noise vs real outdoor per section 1-8,means_sd,section 1: 1.48 (0.18) / 1.55 (0.26) / 1.60 (0.22); section 5: 1.52 (0.11) / 1.63 (0.16) / 1.64 (0.21); section 8: 1.50 (0.25) / 1.62 (0.16) / 1.62 (0.21),n = 19 / 24 / 22,Table 4,The mean walking speeds (m/s) in specific sections of the route in Experiment 2,YES
532,other,Walk experience rating It was a pleasant time (1-7 Likert) - Experiment 1,Birdsong vs city noise vs real outdoor,means_sd,"birdsong 5.77 (0.95); crowded city noise 4.54 (1.44); real outdoor 5.26 (1.60); F2,70 = 5.211, p = .008, eta2 = 0.13",n = 73 who answered the evaluation items,Table 3 + RESULTS Experiment 1,The walk was a more pleasant experience for the participants who listened to forest birdsong sounds than for those under the crowded city noise condition,YES
532,other,Walk experience rating It was a pleasant time (1-7 Likert) - Experiment 2,Birdsong vs city noise vs real outdoor,means_sd,"birdsong 5.50 (1.26); crowded city noise 4.13 (1.98); real outdoor 5.27 (1.45); F2,58 = 4.199, p = .020, eta2 = 0.13",n = 61 who answered the evaluation items,Table 5 + RESULTS Experiment 2,agreement with the statement It was a pleasant time was statistically significantly influenced by the type of acoustic condition,YES
532,other,Rating The sounds I listened to from my headphones bothered me (1-7 Likert),Crowded city noise vs forest birdsong,test_stat,"Exp 1: t = 5.653, p < .001, Cohen's d = 1.581 (birdsong 1.65 (1.16) vs city noise 4.62 (2.39)); Exp 2: t = 5.486, p < .001, Cohen's d = 1.858 (1.63 (1.26) vs 4.78 (2.04))",Exp 1 n = 73; Exp 2 n = 61,Tables 3 and 5 + RESULTS,The traffic noise bothered the participants more than the forest birdsong sounds,YES
539,reverse-acoustic,Perceived occurrences (POS) of individual sounds (3-point scale),Length of stay (short <1 h / medium 1-3 h / long >3 h),correlation,"street traffic rho = -0.153**, bird song 0.160**, insects 0.111*",N = 400 (100 per site x 4 green spaces),Table 4,the longer people stay in the green spaces the more they could perceive bird song and sounds of insects,YES
539,reverse-acoustic,Perceived loudness (PLS) of individual sounds (3-point scale),Length of stay,correlation,"playing children rho = -0.390**, tree rustling -0.200**, street traffic -0.193**",N = 400 overall but loudness rated only by those who perceived the sound - subsample n not reported,Table 4,When people stayed longer at the green spaces they tended to perceive playing children street traffic sound and tree rustling much quieter,NO
539,reverse-acoustic,Preference for street traffic sound (PRE) and overall soundscape preference (5-point),Length of stay,correlation,street traffic PRE rho = 0.163**; overall soundscape preference rho = 0.240**; also occupation 0.115* and residential status -0.223**,N = 400,Table 4 + Section 3.2.2,occupation residential status and length of stay showed significant relationships but with low correlation coefficients of 0.115 -0.223 and 0.240,YES
539,reverse-acoustic,Perceived occurrences (POS) of individual sounds,Visit frequency (low / medium / high),correlation,"surrounding speech rho = -0.170**, wind blowing -0.171**, footsteps -0.126*, bird song 0.109*, dog barking 0.176*",N = 400,Table 4,visit frequency was the most strongly associated with the perceived occurrences of individual sounds significantly related with five kinds of sound,YES
539,reverse-acoustic,Perceived occurrences and loudness of individual sounds,Visit motivation Physical activities (PA),correlation,"POS: street traffic rho = -0.176**, playing children 0.239**, bird song 0.144**, dog barking 0.134**, motorcycle noise -0.108*, wind blowing -0.114*, water sound -0.103*; PLS street traffic -0.133*",N = 400; PA selected by 134 respondents,Table 6,For people who came for physical activities they had a higher sensitive degree to bird song dog barking and playing children,YES
539,social,Perceived occurrences of surrounding speech and sound preference,Visit motivation Social purpose (SP),correlation,"POS surrounding speech rho = 0.156**; PRE bird song -0.200**; PLS playing children -0.322*, dog barking -0.393*; overall soundscape preference 0.117*",N = 400; SP selected by 62 respondents,Table 6,People who came to the green spaces for social purpose showed almost no relationship with the perceived occurrences of individual sounds except surrounding speech,YES
539,reverse-acoustic,Overall soundscape preference (5-point scale),Five visit motivations (SR / ES / EQ / PA / SP),correlation,"EQ rho = 0.323**, ES 0.226**, PA 0.211**, SR 0.163**, SP 0.117*; visual landscape preference EQ 0.266**, SR 0.233**, ES 0.228**, PA 0.132**, SP 0.117*",N = 400,Table 6,All the five visit motivations were positively related to overall soundscape preference,YES
539,staying,Length of stay in green space (short / medium / long) as behavioural outcome,Visit motivation categories,correlation,"EQ rho = 0.397**, ES 0.353**, SR 0.288**, SP 0.186**, PA 0.154**",N = 400,Table 5,age and length of stay both showed significant relationships with all the five visit motivations,YES
539,reverse-acoustic,Overall soundscape preference vs perceived occurrences (POS) of individual sounds,Sound source POS,correlation,"street traffic rho = -0.467**, bird song 0.286**, motorcycle noise -0.205**, tree rustling 0.204**, playing children 0.178**, insects 0.166**, surrounding speech 0.108*",N = 400,Table 7,too much street traffic sound and motorcycle noise sound could impair soundscape quality,YES
539,reverse-acoustic,Overall soundscape preference vs perceived loudness (PLS) of individual sounds,Sound source PLS,correlation,"motorcycle noise rho = -0.808**, street traffic -0.631**, bird song 0.270**",N = 400 overall; PLS subsample (perceivers only) not reported,Table 7,High loudness level of motorcycle noise sound and street traffic sound could bring significant negative effects to the overall soundscape preference,NO
560,movement,Frequency of walking in park (0-4 Likert),Large green spaces (>10 ha) vs small green spaces,means_sd,large mean 2.9 median 3.0; small mean 2.0 median 2.0; p < 0.001 (Mann-Whitney),210 questionnaires completed in large and small green spaces; response rate 53%,Table 5,Walking was more frequent in large parks than in small parks,NO
560,staying,Frequency of relaxing in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 1.8 median 2; small mean 0.7 median 1; p < 0.001 (Mann-Whitney),210 questionnaires,Table 5,Walking relaxation and exercising were significantly more frequent in large parks,NO
560,space-use,Frequency of exercising in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 1.3 median 1; small mean 0.5 median 0; p < 0.001 (Mann-Whitney),210 questionnaires,Table 5,positive correlations were found between park area and the average frequency of walking relaxing and exercising,NO
560,social,Frequency of talking in park (0-4 Likert),Large vs small green spaces,means_sd,large mean 2.4 median 3; small mean 2.4 median 3; p > 0.05 (Mann-Whitney),210 questionnaires,Table 5,The most frequent activities in both types of green spaces were talking and walking,NO
560,staying,Frequency of relaxation activity,Measured equivalent continuous sound level (Leq dBA) in large parks,correlation,"Spearman's rho = -0.50, p < 0.05",large-park subsample; n for this correlation not reported,Section 3.3 text,A significant relationship between sound levels and the frequency of the relaxation activity was found in large parks,NO
560,staying,Frequency of relaxing,Satisfaction with absence of noise and with air quality (large parks),correlation,noise Kendall tau-b = 0.17* and air 0.20* in large parks; both non-significant in small parks,210 questionnaires split large/small; per-group n not separately reported,Table 6,this activity was related to satisfaction with air quality and absence of noise,NO
560,movement,Frequency of walking,Satisfaction with park features in small parks,correlation,"noise Kendall tau-b = 0.33***, safety 0.35***, aesthetics 0.27**, air 0.24**, groves 0.22*, user 0.21*, cleanliness 0.18*, overall satisfaction 0.44***; large parks user 0.39*** only",210 questionnaires split large/small; per-group n not reported,Table 6,The absence of noise and social characteristics such as safety as well as overall satisfaction presented the highest correlation values with walking in small parks,NO
560,space-use,Frequency of exercising,Satisfaction with groves and with users,correlation,groves tau-b = 0.18* (large) and 0.29** (small); user -0.54*** (large); air 0.20* conservation 0.21* location 0.21* size 0.21* overall 0.21* (small),210 questionnaires; per-group n not reported,Table 6,satisfaction with groves showed a positive correlation with physical activity in both types of park,NO
560,social,Frequency of talking,Satisfaction with users,correlation,user Kendall tau-b = 0.69*** (large) and 0.30*** (small),210 questionnaires; per-group n not reported,Table 6,talking had a positive correlation with user satisfaction with both types of parks,NO
560,other,Noise annoyance by sound source (0-4 Likert),Large vs small green spaces,means_sd,road traffic 1.0 vs 1.4 p < 0.001; animals 1.4 vs 0.2 p < 0.001; children 1.2 vs 0.7 p < 0.01; screams 1.2 vs 1.1 p > 0.05; overall 1.2 vs 1.1 p > 0.05,210 questionnaires,Table 4,animals and children caused significantly more annoyance in large parks while road traffic was significantly more annoying in small parks,NO
560,other,Overall satisfaction with green space,Satisfaction with absence of noise,correlation,Kendall tau-b = 0.29*** (large) and 0.60*** (small); air 0.26** / 0.58***; cleanliness 0.23** / 0.56***,210 questionnaires; per-group n not reported,Table 2,satisfaction with the absence of noise was the most correlated feature with overall satisfaction,NO
566,space-use,Reported activity categories (counts) in pocket park,Pre-installation baseline (Q1) vs during Musikiosk intervention non-users (Q3),test_stat,"Consuming 42 vs 43; Relaxing 39 vs 28; Interacting 31 vs 35; Moving 12 vs 13; Observing 4 vs 4; Music 0 vs 14; X2 (4, N = 251) = 2.0014, p = 0.736",Q1 n = 88; Q3 n = 67; N = 251 coded activities,Table 2,a chi-squared test revealed no significant difference between the types of activities conducted before and after the installation of Musikiosk,YES
566,staying,Lingering behaviour (spontaneous free-response reports and observation),Musikiosk present vs absent,percent,12 users spontaneously reported wanting to stay longer in the park because of the presence of the system,Q2 n = 42 Musikiosk users,Results - Observed Public Space Use - Lingering Behavior,Multiple methods showed that the presence of Musikiosk increased lingering behavior in the park,NO
566,social,Interaction and sharing (free-response mentions),Musikiosk users (Q2) vs non-users (Q3),percent,9 users mentioned improved interactions with others and 9 others reported enjoying sharing space and/or music; 3 non-users mentioned bringing people together and 3 mentioned sharing,Q2 n = 42; Q3 n = 67,Results - Interaction with Others,the presence of Musikiosk encouraged interaction between people and sharing of information music and space,NO
566,other,Soundscape descriptors pleasant and vibrant (7-point scale),Musikiosk users (Q2) vs non-users (Q3); park background noise 58.5-60.5 dBA,means_sd,"pleasant M = 6.20 vs 5.72, p < 0.01; vibrant M = 5.29 vs 4.48, p < 0.01",Q2 n = 42; Q3 n = 67,Results 4.2.1 Traditional Descriptors,Users of Musikiosk found the park more pleasant and vibrant than non-users,NO
566,other,Soundscape descriptors vibrant and unpleasant (7-point scale),Musikiosk ON vs Musikiosk OFF among non-users,test_stat,"vibrant M(MSKon) = 4.92, M(MSKoff) 3.86, F = 6.46, p = 0.014; unpleasant M(MSKon) = 1.64, M(MSKoff) = 2.41, F = 4.85, p = 0.032",Q3 n = 67 split into ON/OFF; subgroup n not reported,Results 4.2.1 Traditional Descriptors,the soundscape was evaluated significantly more vibrant and less unpleasant than for Musikiosk OFF,NO
566,other,Identification of negative sound sources (counts),Pre-installation (Q1) vs during intervention non-users (Q3),percent,fewer negative mechanical sound sources 73 vs 50 and fewer prominent unpleasant sounds 19 vs 11,Q1 n = 88; Q3 n = 67,Results 4.2.1 Specific Sounds,Non-users listed fewer negative mechanical sound sources as well as fewer prominent unpleasant sounds than did pre-installation participants,NO
566,other,Perceived appropriateness of soundscape for activity and of the installation,Musikiosk users vs non-users; all conditions,percent,appropriateness for activity Mean = 5.71 of 7 across all conditions with no significant change; 40 of 41 users and 55 of 67 non-users found Musikiosk appropriate; 9 negative judgments all when Musikiosk was OFF,Q1 n = 88; Q2 n = 42 (41 answered); Q3 n = 67,Results 4.2.1 and 4.3.3,Ratings of soundscape appropriateness for participants activities did not change significantly as a result of Musikiosk,NO
617,movement,Mean walking speed (m/s) of pedestrians,Dominant soundscape component (Spearman rank correlation across route sections),correlation,"bird and nature sounds rho = -0.486*, Sig. = 0.041; human voices rho = 0.380, Sig. = 0.120; traffic noise rho = 0.122, Sig. = 0.629",27 participants; 18 route sections in 6 oasis routes,Table 5,birds and nature sounds had a moderate and significant negative correlation with the mean walking speed,YES
617,movement,Mean walking speed (m/s) by dominant sound group,Traffic noise vs human voices vs bird and nature sounds (one-way ANOVA),test_stat,"F = 7.558, Df = 485, Sig. = 0.001*; group means traffic noise 0.8119, human voices 0.8786, bird and nature sounds 0.8384",Group sizes 108 / 189 / 189 walking-speed observations from 27 participants (pseudoreplicated); df = 485,Table 6,there is a statistically significant difference between the pedestrian walking speed and the dominant sounds in the soundscape,YES
617,movement,Mean walking speed (m/s) by dominant sound - post hoc Tukey,Traffic noise and bird/nature sounds vs human voices,means_sd,"traffic noise 0.81 +/- 0.13 m/s, p = 0.001; bird and nature sounds 0.84 +/- 0.13 m/s, p = 0.024; human voices 0.88 +/- 0.176 m/s; traffic vs bird and nature p = 0.303",Groups n = 108 / 189 / 189 from 27 participants,Table 7 + Section 4.5,the mean walking speed was statistically significantly lower after the dominance of traffic noise and bird and nature sounds compared to human voices,YES
617,movement,Mean walking speed (m/s) per route section,18 sections differing in dominant soundscape,means_sd,overall 0.85 +/- 0.069 m/s; maximum S2 1.09 (SD 0.278); minimum S14 0.78 (SD 0.094); S5 0.82 (0.159); S6 0.86 (0.160); S18 0.79 (0.100),27 male participants (age 24.81 +/- 2.42; BMI 23.34 +/- 1.54),Table 4 + Section 4.3,The participants mean walking speed was 0.85 +/- 0.069 m/s for the eighteen studied sections in the different routes,YES
617,other,Soundscape composition of study areas (share of dominant sounds),Geophony/biophony dominance vs traffic dominance by area,percent,Branis A 45.45%; Chetma D 51.43%; Mchouneche E 70.26% and F 71.95% geophony/biophony; Branis B 50.4% and Chetma C 69.8% traffic sounds,738 measurement stations in stage one,Section 4.1,biological and geophysical sounds generally predominate over the studied areas soundscapes,NO
661,movement,Percentage of street crossings in virtual environment,Auditory condition (electric vs gasoline vs no sound),test_stat,"F(2, 18) = 0.90, p = 0.43 (non-significant); auditory condition x speed pattern interaction F(4, 36) = 2.89, p = 0.04, eta2 = 0.24",N = 10 adults aged 24-43 (m = 30.70; sd = 6.15); 90 stimuli each,Section 3.1,The auditory condition did not significantly influence the participants percentage of crossings,YES
661,movement,Percentage of street crossings,Vehicle speed pattern (constant vs slow down vs stop),test_stat,"F(2, 18) = 1580.54, p < 0.01, eta2 = 0.99; stop m = 96.67% sd = 6.61%; slow down m = 98.33% sd = 4.61%; constant m = 2.67% sd = 7.85%",N = 10,Section 3.1,main effects were found for speed pattern,YES
661,movement,Percentage of street crossings by auditory condition within each speed pattern,Electric vs gasoline vs no sound within constant / slow down / stop,percent,"constant: electric m = 2.00% sd = 4.22%, gasoline m = 0% sd = 0%, no sound m = 6.00% sd = 12.65%; slow down: 100.00% (0%) / 99.00% (3.16%) / 96.00% (6.99%); stop: 98.00% (4.22%) / 99.00% (3.16%) / 93.00% (9.49%)",N = 10; 5 repetitions x 2 scenarios per cell,Section 3.1,No significant differences existed between the percentage of crossings referring to the different auditory conditions verified for the stop and the slow down patterns,YES
661,movement,Response time to crossing decision (s),Auditory condition (gasoline LAmax 64.28-77.49 dB(A) vs electric LAmax 61.45-74.87 dB(A) vs no sound),means_sd,"gasoline m = 3.40 s, sd = 0.79 s, p = 0.05; electric m = 3.52 s, sd = 0.99 s (reference); no sound m = 3.53 s, sd = 1.10 s, p = 0.44",N = 10 (Linear Mixed Model on repeated measures),Section 3.2 + Table 3,The response time was significantly longer for the approaching gasoline vehicle than for the electric,YES
661,movement,Response time to crossing decision (s),Vehicle speed pattern,means_sd,"stop m = 3.88 s, sd = 0.86 s, p < 0.01; slow down m = 3.15 s, sd = 0.87 s, p < 0.01; constant m = 1.36 s, sd = 0.41 s",N = 10,Section 3.2,The time participants have taken to respond was significantly longer when the vehicle stopped and when it just slowed down,YES
661,movement,Time-to-passage TTP (s) at moment of crossing decision - risk-taking indicator,Auditory condition (no sound vs electric vs gasoline),means_sd,"no sound m = 3.01 s, sd = 1.34 s, p = 0.02; electric m = 2.80 s, sd = 0.83 s (reference); gasoline m = 2.61 s, sd = 0.81 s, p = 0.04",N = 10,Section 3.3,The obtained values of TTP regarding the no sound stimuli were significantly higher than those obtained with the approaching of the electric vehicle,YES
661,movement,Time-to-passage TTP (s),Vehicle speed pattern,means_sd,"slow down m = 3.00 s, sd = 0.30 s, p = 0.40; stop m = 2.62 s, sd = 1.42 s, p = 0.81; constant m = 2.59 s, sd = 0.44 s",N = 10,Section 3.3,the TTP for the slow down and stop patterns was not significantly different from that verified for the constant speed pattern,YES
661,movement,Vehicle-pedestrian distance (m) at moment of crossing decision,Auditory condition,means_sd,"no sound m = 9.45 m, sd = 4.98 m, p = 0.70; gasoline m = 9.50 m, sd = 3.54 m, p = 0.39; electric m = 9.37 m, sd = 4.12 m (reference)",N = 10,Section 3.3,the recorded distances at the moment of response did not differ in the no sound condition or in the gasoline condition,YES
661,movement,Vehicle-pedestrian distance (m) at moment of crossing decision,Vehicle speed pattern,means_sd,"stop m = 6.82 m, sd = 3.03 m, p < 0.01; slow down m = 11.76 m, sd = 3.53 m, p < 0.01; constant m = 18.94 m, sd = 2.78 m",N = 10,Section 3.3,In the stop pattern the registered distances were shorter than those of the slow down pattern,YES
661,movement,Vehicle approaching speed (km/h) at moment of crossing decision,Auditory condition,means_sd,"gasoline m = 13.72 km/h, sd = 4.92 km/h, p = 0.02; electric m = 12.85 km/h, sd = 5.51 km/h (reference); no sound m = 12.47 km/h, sd = 6.34 km/h, p = 0.13",N = 10,Section 3.3,the vehicle speed at the moment of response was significantly higher for gasoline stimuli than for electric stimuli,YES
665,movement,"crowd average walking speed (m/s), UAV observation",sound condition main effect (no played sound vs music vs fan sound),test_stat,"Sound: Type III SS=56.912, df=2, MS=28.456, F=18.044, Sig.=.000; Corrected model F=7.976, df=5, Sig.=.000","speed samples n=235 total (no-sound 38, music 38, fan 39 without odour; 40/42/38 with odour)",Table 3 (Multi-factor ANOVA of average speed),music significantly reduced crowd speed (p = 0.046 < 0.05),NO
665,movement,crowd average walking speed (m/s),with vs without bakery odour (main effect),test_stat,"Odour: Type III SS=6.880, df=1, MS=6.880, F=4.363, Sig.=.038","n=235 speed samples (117 without odour, 120 with odour)",Table 3,crowd speed was significantly higher with odour than without odour,YES
665,movement,crowd average walking speed (m/s),sound x odour interaction,test_stat,"Sound * Odour: Type III SS=.151, df=2, MS=.075, F=.048, Sig.=.953",n=235 speed samples,Table 3,the interaction effect between sound and odour on crowd speed was not significant,NO
665,movement,"crowd average walking speed (m/s), estimated marginal means",music vs no sound; fan vs no sound; music vs fan (Scheffe post-hoc); extreme conditions,means_sd,"total estimated marginal mean = 1.11 m/s; music vs no sound p = 0.046; fan vs no sound p = 0.003; music vs fan p = 0.000; lowest (music, no odour) to highest (fan, odour) difference about 0.34 m/s",n=235 speed samples,Section 3.2 / Fig. 8,the estimated marginal mean of the total average speed was 1.11 m/s,NO
665,movement,average speed per 3 m x 3 m grid cell (m/s),"grid cells near vs far from sound source, by condition",means_sd,music: G13 = 0.96 m/s vs G12 = 0.77 m/s; fan sound highest = 1.59 m/s at G24 and G25; fan sound with odour about 1.4 m/s near sources,n=235 speed samples,Section 3.2 / Fig. 9,"their average speeds were 0.96 m/s and 0.77 m/s, respectively",NO
665,staying,crowd duration time in study area (s),sound condition main effect (no sound vs music vs fan sound),test_stat,"Sound: Type III SS=145726.998, df=2, MS=72863.499, F=26.879, Sig.=.000; Corrected model F=11.809, df=5","duration samples n=138 (23, 24, 20 without odour; 24, 26, 21 with odour)",Table 4 (Multi-factor ANOVA of average duration time),music significantly increased crowd duration time (p = 0.003 < 0.05) by about 30 s,NO
665,staying,crowd duration time (s),with vs without bakery odour (main effect),test_stat,"Odour: Type III SS=11332.820, df=1, MS=11332.820, F=4.181, Sig.=.043","n=138 duration samples (67 without odour, 71 with odour)",Table 4,the duration time of the crowd with odour was significantly longer than that without odour,YES
665,staying,crowd duration time (s),sound x odour interaction,test_stat,"Sound * Odour: Type III SS=1049.275, df=2, MS=524.638, F=.194, Sig.=.824",n=138 duration samples,Table 4,the interaction between sound and odour did not affect crowd duration time,NO
665,staying,"crowd duration time (s), estimated marginal means",music vs no sound; fan vs no sound; odour vs no odour; extreme conditions,means_sd,"total estimated marginal mean = 127.71 s; music +about 30 s (p = 0.003); fan sound -about 40 s (p = 0.001); odour +about 20 s (p = 0.043); shortest (fan, no odour) to longest (music, odour) difference about 100 s",n=138 duration samples,Section 3.3 / Fig. 10,Fan sound significantly decreased crowd duration time (p = 0.001 < 0.01) by about 40 s,NO
665,space-use,crowd path: ordinate value y at path/grid-line intersections,"repeated-measures ANOVA, sound x odour",test_stat,"y * Sound: Wilks lambda=.880, F=1.901, hypothesis df=14.000, error df=404.000, Sig.=.025; y * Odour: Wilks lambda=.900, F=3.189, df=7.000, 202.000, Sig.=.003; y * Sound * Odour: Wilks lambda=.811, F=3.181, df=14.000, 404.000, Sig.=.000","path samples n=235 (38, 38, 39, 40, 42, 38)",Table 2,the interaction effect between the sound and odour conditions was significant (p = 0.000 < 0.01),NO
665,space-use,maximum lateral approach of crowd path toward sensory source (m),music with odour vs no-odour condition; fan sound with odour vs no-odour condition,means_sd,music: maximum approach about 0.64 m; fan sound: maximum approach about 0.93 m (both vs the no-odour condition),n=235 path samples,Section 3.1 / Fig. 7c,the maximum approach was about 0.64 m compared with the no-odour condition,NO
665,movement,correlation between mean path ordinate y and individual average speed,without odour + music condition,correlation,"correlation coefficient = -.455**, Sig = .006","n=38 (without odour, music condition)",Table 5,only the path under the condition of without odour and with music had a significant correlation with speed,YES
665,movement,correlation between mean path ordinate y and individual average speed,five remaining sound x odour conditions (all non-significant),correlation,"without odour: no played sound .228 (Sig .202), fan sound .276 (.109); with odour: no played sound .188 (.271), music -.183 (.258), fan sound -.127 (.467)","n=38, 39, 40, 42, 38 respectively",Table 5,there was no significant correlation between path and speed without played sound or with fan sound,YES
665,other,sound pressure level of the three sound conditions (exposure characterisation),no played sound vs music vs fan sound,none,"average SPL 54.2 dB (no sound), 65.2 dB (music), 54.9 dB (fan sound); grid containing loudspeaker 72.5 dB; music 100.99 bpm; crowd density < 0.05/m2",608 samples total collected for behavioural analysis,"Sections 2.3, 3.1","The average SPLs without played sound, with played music, and with played fan sound were 54.2, 65.2, and 54.9 dB",NO
666,reverse-acoustic,soundscape emotion (tranquil/peaceful; dynamic/lively; confusing/unpleasant) and cognition (perceived loudness; perceived crowd density; comfort),number of park users alone (social interaction) as predictor,correlation,"Alone: tranquil/peaceful -0.39**, dynamic/lively 0.48**, confusing/unpleasant 0.28*, perceived loudness 0.44**, perceived crowd density 0.46**, comfort -0.26*","30 raters (17 male, 13 female, mean age 25.2, SD 2.11); 60 audio-visual stimuli = 12 sites x 5 time points",Table 7,there was no clear relationship with comfort except for the number of people visiting the park alone,YES
666,reverse-acoustic,soundscape emotion and cognition scores,number of park users in groups (social interaction) as predictor,correlation,"Group: tranquil/peaceful -0.44**, dynamic/lively 0.45**, confusing/unpleasant 0.28*, perceived loudness 0.46**, perceived crowd density 0.62**, comfort -0.13",30 raters; 60 stimuli (12 sites x 5 times),Table 7,"the higher the number of people using the park, regardless of social interaction or stay conditions, the higher the eventfulness",YES
666,reverse-acoustic,soundscape emotion and cognition scores,number of passers (passing through) vs stoppers (staying) as predictors,correlation,"Passer: -0.39**, 0.35**, 0.28*, 0.45**, 0.55**, -0.23; Stopper: -0.48**, 0.53**, 0.29*, 0.48**, 0.64**, -0.13 (tranquil, dynamic, confusing, loudness, crowd density, comfort)",30 raters; 60 stimuli (12 sites x 5 times),Table 7,the relationship between dynamic/lively and the number of people staying in the park was stronger than the relationship with the number of passers,YES
666,reverse-acoustic,soundscape emotion and cognition scores,"activity type counts (stopping, loitering, walking, jogging/running, cycling) as predictors",correlation,"Stopping: -0.48**, 0.54**, 0.33**, 0.55**, 0.71**, -0.12; Loitering: -0.26*, 0.39**, 0.22, 0.41**, 0.29*, -0.16; Walking: -0.43**, 0.43**, 0.25, 0.42**, 0.56**, -0.17; Jogging/running: 0.03, 0.17, 0.18, 0.17**, -0.09, -0.14; Cycling: -0.21, 0.25, -0.03, 0.19, 0.19, -0.23",30 raters; 60 stimuli (12 sites x 5 times),Table 7,"the more activities (stopping, loitering, and walking) there were with a smaller radius of movement ... the more spaces were experienced as eventful",YES
